Gene_ID	module
AgateH2.02G092900	violet
AgateH2.02G093100	red
AgateH2.02G093300	darkred
AgateH2.02G093400	green
AgateH2.02G093500	royalblue
AgateH2.02G093800	orangered4
AgateH2.02G093900	lightsteelblue1
AgateH2.02G094100	violet
AgateH2.02G094300	white
AgateH2.02G094400	magenta4
AgateH2.02G094600	firebrick3
AgateH2.02G094700	sienna3
AgateH2.02G094800	brown
AgateH2.02G095100	green
AgateH2.02G095200	green
AgateH2.02G095300	firebrick4
AgateH2.02G095400	saddlebrown
AgateH2.02G095600	darkgrey
AgateH2.02G095800	indianred4
AgateH2.02G096100	salmon2
AgateH2.02G096200	orangered4
AgateH2.02G096500	palevioletred2
AgateH2.02G096600	violet
AgateH2.02G096800	firebrick3
AgateH2.02G097000	magenta4
AgateH2.02G097400	orangered4
AgateH2.02G097500	saddlebrown
AgateH2.02G097600	blue2
AgateH2.02G097800	magenta4
AgateH2.02G097900	ivory
AgateH2.02G098100	red
AgateH2.02G098300	firebrick3
AgateH2.02G098800	lightsteelblue1
AgateH2.02G098900	mediumpurple2
AgateH2.02G099400	paleturquoise
AgateH2.02G099500	red
AgateH2.02G099700	salmon4
AgateH2.02G099900	lightslateblue
AgateH2.02G100100	saddlebrown
AgateH2.02G100500	green
AgateH2.02G100600	red
AgateH2.02G100700	green
AgateH2.02G100900	magenta
AgateH2.02G101200	green
AgateH2.02G101700	magenta
AgateH2.02G101900	purple
AgateH2.02G102000	royalblue
AgateH2.02G102100	orangered4
AgateH2.02G102200	indianred4
AgateH2.02G102400	violet
AgateH2.02G102600	darkolivegreen
AgateH2.02G102700	darkred
AgateH2.02G102800	plum2
AgateH2.02G103100	darkslateblue
AgateH2.02G103300	paleturquoise
AgateH2.02G103500	saddlebrown
AgateH2.02G103600	firebrick3
AgateH2.02G104000	firebrick3
AgateH2.02G104500	lightsteelblue1
AgateH2.02G105400	darkgrey
AgateH2.02G105600	plum1
AgateH2.02G105900	maroon
AgateH2.02G106000	black
AgateH2.02G106400	firebrick3
AgateH2.02G106600	firebrick3
AgateH2.02G106700	floralwhite
AgateH2.02G106800	navajowhite2
AgateH2.02G106900	green
AgateH2.02G107100	orangered4
AgateH2.02G107200	lightcyan
AgateH2.02G107300	lightpink3
AgateH2.02G107400	brown
AgateH2.02G107600	mediumpurple1
AgateH2.02G107800	darkred
AgateH2.02G108300	grey60
AgateH2.02G108500	darkslateblue
AgateH2.02G108600	yellowgreen
AgateH2.02G109200	greenyellow
AgateH2.02G109400	darkgreen
AgateH2.02G109500	floralwhite
AgateH2.02G109600	blue
AgateH2.02G109800	palevioletred3
AgateH2.02G109900	green
AgateH2.02G110000	green
AgateH2.02G110100	orangered4
AgateH2.02G110200	darkgreen
AgateH2.02G110300	magenta
AgateH2.02G110400	mediumpurple3
AgateH2.02G110600	mediumpurple1
AgateH2.02G110700	blue
AgateH2.02G110800	yellowgreen
AgateH2.02G110900	darkmagenta
AgateH2.02G111300	lightcyan1
AgateH2.02G111400	lightyellow
AgateH2.02G111800	magenta
AgateH2.02G112000	black
AgateH2.02G112100	floralwhite
AgateH2.02G112300	brown
AgateH2.02G113100	magenta4
AgateH2.02G113200	palevioletred3
AgateH2.02G113300	brown
AgateH2.02G113500	floralwhite
AgateH2.02G113600	darkorange2
AgateH2.02G113700	greenyellow
AgateH2.02G113800	saddlebrown
AgateH2.02G114000	darkolivegreen
AgateH2.02G114100	lightcyan1
AgateH2.02G114200	darkgreen
AgateH2.02G114300	grey60
AgateH2.02G114500	red
AgateH2.02G114800	indianred3
AgateH2.02G114900	orange
AgateH2.02G115100	lightyellow
AgateH2.02G115200	brown
AgateH2.02G115300	brown
AgateH2.02G115400	violet
AgateH2.02G115500	purple
AgateH2.02G115600	lightyellow
AgateH2.02G115800	magenta
AgateH2.02G116000	floralwhite
AgateH2.02G116100	saddlebrown
AgateH2.02G116200	purple
AgateH2.02G116400	darkolivegreen
AgateH2.02G116600	brown
AgateH2.02G116800	lightyellow
AgateH2.02G117100	darkorange2
AgateH2.02G117200	orangered4
AgateH2.02G117500	magenta4
AgateH2.02G118400	blue
AgateH2.02G118500	floralwhite
AgateH2.02G118600	green
AgateH2.02G118800	blue
AgateH2.02G119000	antiquewhite2
AgateH2.02G119300	green
AgateH2.02G120400	pink4
AgateH2.02G120500	blue
AgateH2.02G120600	magenta
AgateH2.02G120700	darkgreen
AgateH2.02G120900	royalblue
AgateH2.02G121000	darkgrey
AgateH2.02G121500	brown
AgateH2.02G121700	firebrick3
AgateH2.02G121800	plum
AgateH2.02G121900	firebrick3
AgateH2.02G122000	brown
AgateH2.02G122100	darkolivegreen
AgateH2.02G122200	firebrick3
AgateH2.02G122300	blue
AgateH2.02G122400	violet
AgateH2.02G122500	ivory
AgateH2.02G123100	greenyellow
AgateH2.02G123400	black
AgateH2.02G124000	black
AgateH2.02G124200	honeydew1
AgateH2.02G124300	magenta
AgateH2.02G124400	floralwhite
AgateH2.02G124500	green
AgateH2.02G124600	darkturquoise
AgateH2.02G125100	purple
AgateH2.02G125200	floralwhite
AgateH2.02G125400	plum
AgateH2.02G125500	orange
AgateH2.02G125700	darkgrey
AgateH2.02G125800	navajowhite1
AgateH2.02G125900	brown
AgateH2.02G126100	navajowhite1
AgateH2.02G126300	thistle2
AgateH2.02G126400	purple
AgateH2.02G126500	coral3
AgateH2.02G126800	firebrick4
AgateH2.02G127000	magenta4
AgateH2.02G127100	magenta
AgateH2.02G127600	coral2
AgateH2.02G127800	greenyellow
AgateH2.02G128000	mediumpurple1
AgateH2.02G128100	brown4
AgateH2.02G128300	skyblue3
AgateH2.02G128400	magenta
AgateH2.02G128500	darkolivegreen
AgateH2.02G128600	greenyellow
AgateH2.02G129200	orangered4
AgateH2.02G129300	navajowhite2
AgateH2.02G129500	purple
AgateH2.02G129600	red
AgateH2.02G129700	lavenderblush2
AgateH2.02G129800	violet
AgateH2.02G129900	paleturquoise
AgateH2.02G130100	black
AgateH2.02G130200	plum2
AgateH2.02G130300	orange
AgateH2.02G130400	blue
AgateH2.02G130500	orangered4
AgateH2.02G130600	white
AgateH2.02G130800	firebrick4
AgateH2.02G130900	cyan
AgateH2.02G131100	magenta4
AgateH2.02G131200	orange
AgateH2.02G131300	sienna4
AgateH2.02G131400	mediumpurple4
AgateH2.02G131500	sienna3
AgateH2.02G131600	orangered4
AgateH2.02G131700	darkgrey
AgateH2.02G131900	magenta
AgateH2.02G132100	lightcyan1
AgateH2.02G132200	green
AgateH2.02G132300	green
AgateH2.02G132600	orange
AgateH2.02G132700	lightyellow
AgateH2.02G132800	lightcoral
AgateH2.02G132900	floralwhite
AgateH2.02G133000	mediumorchid
AgateH2.02G133100	lightcoral
AgateH2.02G133200	lightslateblue
AgateH2.02G133300	darkolivegreen4
AgateH2.02G133400	blue
AgateH2.02G133500	red
AgateH2.02G133600	darkslateblue
AgateH2.02G133700	orangered4
AgateH2.02G134000	firebrick4
AgateH2.02G134100	darkred
AgateH2.02G134200	firebrick3
AgateH2.02G134300	royalblue
AgateH2.02G134400	orangered4
AgateH2.02G134500	sienna3
AgateH2.02G134600	palevioletred3
AgateH2.02G134900	firebrick3
AgateH2.02G135000	darkslateblue
AgateH2.02G135200	black
AgateH2.02G135300	navajowhite2
AgateH2.02G135400	darkgreen
AgateH2.02G135600	orangered4
AgateH2.02G136200	orangered4
AgateH2.02G136300	black
AgateH2.02G136400	cyan
AgateH2.02G136700	magenta4
AgateH2.02G137000	black
AgateH2.02G137300	darkred
AgateH2.02G137800	floralwhite
AgateH2.02G137900	magenta4
AgateH2.02G138100	magenta4
AgateH2.02G138200	brown
AgateH2.02G138600	lightyellow
AgateH2.02G138700	orangered4
AgateH2.02G138800	orangered4
AgateH2.02G138900	yellowgreen
AgateH2.02G139000	orange
AgateH2.02G139100	plum
AgateH2.02G139300	firebrick4
AgateH2.02G139500	paleturquoise
AgateH2.02G139600	royalblue
AgateH2.02G139800	orangered4
AgateH2.02G139900	floralwhite
AgateH2.02G140100	navajowhite1
AgateH2.02G140200	brown
AgateH2.02G140300	thistle3
AgateH2.02G140400	yellowgreen
AgateH2.02G140600	brown
AgateH2.02G140700	grey60
AgateH2.02G140800	darkgreen
AgateH2.02G140900	darkorange
AgateH2.02G141200	darkolivegreen
AgateH2.02G141700	plum2
AgateH2.02G142100	brown
AgateH2.02G142300	orangered4
AgateH2.02G142500	magenta
AgateH2.02G142700	greenyellow
AgateH2.02G142800	magenta
AgateH2.02G143000	magenta4
AgateH2.02G143200	black
AgateH2.02G143300	red
AgateH2.02G143600	brown
AgateH2.02G143700	floralwhite
AgateH2.02G143900	darkseagreen4
AgateH2.02G144000	darkturquoise
AgateH2.02G144100	black
AgateH2.02G144200	sienna3
AgateH2.02G144300	sienna3
AgateH2.02G144400	violet
AgateH2.02G144500	violet
AgateH2.02G144600	magenta
AgateH2.02G144700	greenyellow
AgateH2.02G144900	lavenderblush3
AgateH2.02G145300	saddlebrown
AgateH2.02G145400	violet
AgateH2.02G145600	honeydew
AgateH2.02G145700	white
AgateH2.02G145800	floralwhite
AgateH2.02G146400	magenta
AgateH2.02G146700	orangered1
AgateH2.02G146800	darkgreen
AgateH2.02G147000	grey60
AgateH2.02G147200	firebrick4
AgateH2.02G147300	grey60
AgateH2.02G147600	floralwhite
AgateH2.02G147800	violet
AgateH2.02G147900	skyblue3
AgateH2.02G148000	bisque4
AgateH2.02G148500	magenta4
AgateH2.02G148800	brown
AgateH2.02G149000	blue
AgateH2.02G149100	orangered4
AgateH2.02G149200	coral2
AgateH2.02G149400	darkred
AgateH2.02G149500	violet
AgateH2.02G149600	magenta4
AgateH2.02G150200	magenta4
AgateH2.02G150500	maroon
AgateH2.02G150600	white
AgateH2.02G150700	white
AgateH2.02G150900	maroon
AgateH2.02G151000	maroon
AgateH2.02G151500	thistle
AgateH2.02G151600	firebrick3
AgateH2.02G151900	antiquewhite4
AgateH2.02G152000	firebrick3
AgateH2.02G152100	indianred4
AgateH2.02G152300	coral2
AgateH2.02G152800	brown
AgateH2.02G153200	darkorange2
AgateH2.02G153300	brown
AgateH2.02G153400	brown
AgateH2.02G153500	blue
AgateH2.02G153600	orangered4
AgateH2.02G153800	greenyellow
AgateH2.02G154200	red
AgateH2.02G154500	brown
AgateH2.02G154600	firebrick3
AgateH2.02G154700	purple
AgateH2.02G154800	cyan
AgateH2.02G154900	brown
AgateH2.02G155000	red
AgateH2.02G155300	firebrick3
AgateH2.02G155400	firebrick3
AgateH2.02G155700	green
AgateH2.02G155800	red
AgateH2.02G155900	green
AgateH2.02G156100	firebrick4
AgateH2.02G156200	floralwhite
AgateH2.02G156400	lightcyan
AgateH2.02G156600	darkgreen
AgateH2.02G156800	mediumpurple4
AgateH2.02G156900	magenta4
AgateH2.02G157100	black
AgateH2.02G157200	red
AgateH2.02G157300	magenta
AgateH2.02G157600	royalblue
AgateH2.02G157700	lightslateblue
AgateH2.02G157800	firebrick3
AgateH2.02G157900	darkorange2
AgateH2.02G158100	thistle
AgateH2.02G158300	orangered4
AgateH2.02G158400	green
AgateH2.02G158600	thistle3
AgateH2.02G158700	thistle3
AgateH2.02G158800	purple
AgateH2.02G159000	orangered4
AgateH2.02G159200	brown
AgateH2.02G159400	greenyellow
AgateH2.02G159500	magenta
AgateH2.02G159600	darkorange2
AgateH2.02G159900	ivory
AgateH2.02G160000	orangered4
AgateH2.02G160100	brown
AgateH2.02G160200	brown
AgateH2.02G160300	brown
AgateH2.02G160400	lightsteelblue1
AgateH2.02G160500	darkorange2
AgateH2.02G160600	thistle2
AgateH2.02G160900	darkgreen
AgateH2.02G161000	cyan
AgateH2.02G161400	blue
AgateH2.02G161600	sienna3
AgateH2.02G161700	blue2
AgateH2.02G161800	blue
AgateH2.02G162100	grey60
AgateH2.02G162300	firebrick4
AgateH2.02G162500	darkgrey
AgateH2.02G162700	orangered4
AgateH2.02G162800	cyan
AgateH2.02G162900	darkslateblue
AgateH2.02G163000	plum1
AgateH2.02G163300	magenta
AgateH2.02G163600	firebrick3
AgateH2.02G163800	orange
AgateH2.02G163900	green
AgateH2.02G164200	firebrick3
AgateH2.02G164700	firebrick4
AgateH2.02G164900	blue
AgateH2.02G165200	lavenderblush3
AgateH2.02G165400	paleturquoise
AgateH2.02G165600	violet
AgateH2.02G165700	mediumpurple4
AgateH2.02G166000	royalblue
AgateH2.02G166100	blue
AgateH2.02G166200	darkseagreen4
AgateH2.02G166500	black
AgateH2.02G166900	green
AgateH2.02G167000	navajowhite1
AgateH2.02G167300	yellowgreen
AgateH2.02G167400	grey60
AgateH2.02G167600	darkgrey
AgateH2.02G167700	magenta
AgateH2.02G167800	sienna3
AgateH2.02G168100	green
AgateH2.02G168200	darkturquoise
AgateH2.02G168900	floralwhite
AgateH2.02G169200	darkgrey
AgateH2.02G169500	green
AgateH2.02G170100	green
AgateH2.02G170300	brown4
AgateH2.02G170700	honeydew1
AgateH2.02G170900	lightsteelblue1
AgateH2.02G171000	magenta4
AgateH2.02G171300	navajowhite2
AgateH2.02G171400	black
AgateH2.02G171500	darkred
AgateH2.02G171600	darkslateblue
AgateH2.02G171700	purple
AgateH2.02G171900	green
AgateH2.02G172000	orangered4
AgateH2.02G172300	paleturquoise
AgateH2.02G172500	greenyellow
AgateH2.02G172600	red
AgateH2.02G172800	darkturquoise
AgateH2.02G172900	paleturquoise
AgateH2.02G173000	ivory
AgateH2.02G173200	brown
AgateH2.02G173400	floralwhite
AgateH2.02G173700	floralwhite
AgateH2.02G173900	brown
AgateH2.02G174000	violet
AgateH2.02G174200	firebrick4
AgateH2.02G175400	brown
AgateH2.02G175700	darkorange2
AgateH2.02G175900	green
AgateH2.02G176000	magenta4
AgateH2.02G176300	orangered4
AgateH2.02G176500	cyan
AgateH2.02G176900	floralwhite
AgateH2.02G177600	darkturquoise
AgateH2.02G177700	lightsteelblue1
AgateH2.02G177800	lightcyan
AgateH2.02G177900	salmon4
AgateH2.02G178100	lightyellow
AgateH2.02G178300	darkred
AgateH2.02G178400	blue
AgateH2.02G178500	floralwhite
AgateH2.02G178600	magenta
AgateH2.02G178700	darkturquoise
AgateH2.02G179000	saddlebrown
AgateH2.02G179200	palevioletred3
AgateH2.02G179800	magenta4
AgateH2.02G179900	red
AgateH2.02G180500	coral1
AgateH2.02G180700	firebrick3
AgateH2.02G181200	green
AgateH2.02G181300	bisque4
AgateH2.02G181400	sienna3
AgateH2.02G181500	orangered4
AgateH2.02G182000	lightslateblue
AgateH2.02G182100	brown
AgateH2.02G182200	brown
AgateH2.02G182300	antiquewhite2
AgateH2.02G182500	lightslateblue
AgateH2.02G182700	mediumpurple3
AgateH2.02G182800	purple
AgateH2.02G183500	brown
AgateH2.02G183700	darkorange2
AgateH2.02G183800	purple
AgateH2.02G183900	darkgrey
AgateH2.02G184000	indianred4
AgateH2.02G184100	lightslateblue
AgateH2.02G184700	brown4
AgateH2.02G184900	darkseagreen3
AgateH2.02G185300	royalblue
AgateH2.02G185400	coral3
AgateH2.02G185500	purple
AgateH2.02G185600	brown
AgateH2.02G185800	maroon
AgateH2.02G185900	white
AgateH2.02G186100	thistle
AgateH2.02G186200	magenta4
AgateH2.02G187100	lightcyan1
AgateH2.02G187200	red
AgateH2.02G187800	palevioletred2
AgateH2.02G187900	orange
AgateH2.02G188100	magenta4
AgateH2.02G188200	yellowgreen
AgateH2.02G188400	purple
AgateH2.02G188500	floralwhite
AgateH2.02G188700	yellowgreen
AgateH2.02G188900	green
AgateH2.02G189000	floralwhite
AgateH2.02G189100	darkseagreen4
AgateH2.02G189200	darkolivegreen4
AgateH2.02G189300	orangered4
AgateH2.02G189400	violet
AgateH2.02G189500	black
AgateH2.02G189600	lightyellow
AgateH2.02G189800	orangered4
AgateH2.02G190100	darkgrey
AgateH2.02G190200	white
AgateH2.02G190300	salmon2
AgateH2.02G190400	magenta4
AgateH2.02G190500	green
AgateH2.02G190700	thistle
AgateH2.02G190800	floralwhite
AgateH2.02G191300	grey60
AgateH2.02G191400	magenta4
AgateH2.02G191500	lightcyan1
AgateH2.02G191800	firebrick4
AgateH2.02G191900	red
AgateH2.02G192000	red
AgateH2.02G192100	orange
AgateH2.02G192500	purple
AgateH2.02G192600	magenta4
AgateH2.02G192700	brown
AgateH2.02G193000	lightcyan
AgateH2.02G193500	orangered4
AgateH2.02G193800	lightslateblue
AgateH2.02G194100	yellowgreen
AgateH2.02G194300	darkgrey
AgateH2.02G194400	mediumpurple3
AgateH2.02G194800	brown
AgateH2.02G194900	lightslateblue
AgateH2.02G195300	orange
AgateH2.02G195500	floralwhite
AgateH2.02G195600	darkslateblue
AgateH2.02G195700	firebrick3
AgateH2.02G195800	brown2
AgateH2.02G196100	skyblue3
AgateH2.02G196400	lightslateblue
AgateH2.02G196500	red
AgateH2.02G196700	darkorange2
AgateH2.02G196900	green
AgateH2.02G197100	palevioletred2
AgateH2.02G197300	blue
AgateH2.02G197500	blue
AgateH2.02G198100	pink4
AgateH2.02G198300	plum1
AgateH2.02G198600	green
AgateH2.02G198800	orangered4
AgateH2.02G198900	thistle2
AgateH2.02G199000	orangered4
AgateH2.02G199100	mediumorchid
AgateH2.02G199300	lightslateblue
AgateH2.02G199400	grey60
AgateH2.02G199500	plum2
AgateH2.02G199600	greenyellow
AgateH2.02G199900	maroon
AgateH2.02G200000	violet
AgateH2.02G200200	blue
AgateH2.02G200300	yellowgreen
AgateH2.02G200500	greenyellow
AgateH2.02G200700	darkgreen
AgateH2.02G200900	greenyellow
AgateH2.02G201600	blue
AgateH2.02G201700	darkslateblue
AgateH2.02G201800	firebrick3
AgateH2.02G202000	brown
AgateH2.02G202300	ivory
AgateH2.02G202400	magenta
AgateH2.02G202600	purple
AgateH2.02G202800	black
AgateH2.02G202900	black
AgateH2.02G203000	darkolivegreen
AgateH2.02G203300	lightcyan1
AgateH2.02G203600	lightcyan1
AgateH2.02G203700	lightsteelblue1
AgateH2.02G203800	magenta
AgateH2.02G204500	darkolivegreen
AgateH2.02G204800	greenyellow
AgateH2.02G204900	lavenderblush2
AgateH2.02G205100	darkseagreen4
AgateH2.02G205200	coral2
AgateH2.02G205300	green
AgateH2.02G205700	plum2
AgateH2.02G205800	floralwhite
AgateH2.02G205900	lightsteelblue1
AgateH2.02G206000	lightcyan1
AgateH2.02G206500	white
AgateH2.02G206700	magenta4
AgateH2.02G206800	magenta4
AgateH2.02G206900	magenta4
AgateH2.02G207400	orangered4
AgateH2.02G207500	violet
AgateH2.02G208000	firebrick3
AgateH2.02G208200	darkseagreen4
AgateH2.02G208300	lightpink3
AgateH2.02G208600	darkgrey
AgateH2.02G208700	violet
AgateH2.02G208900	ivory
AgateH2.02G209100	orange
AgateH2.02G209200	purple
AgateH2.02G209300	brown
AgateH2.02G209900	magenta
AgateH2.02G210000	coral1
AgateH2.02G210100	magenta
AgateH2.02G210300	thistle3
AgateH2.02G210900	pink4
AgateH2.02G211100	maroon
AgateH2.02G211200	floralwhite
AgateH2.02G211500	black
AgateH2.02G211700	black
AgateH2.02G212400	brown
AgateH2.02G212600	magenta
AgateH2.02G213000	magenta
AgateH2.02G213100	lightcyan1
AgateH2.02G213500	saddlebrown
AgateH2.02G213600	magenta
AgateH2.02G214200	orangered4
AgateH2.02G214300	darkturquoise
AgateH2.02G214600	magenta4
AgateH2.02G214700	firebrick4
AgateH2.02G215000	ivory
AgateH2.02G215200	brown
AgateH2.02G215400	orange
AgateH2.02G215700	cyan
AgateH2.02G216000	lightpink4
AgateH2.02G216400	darkgreen
AgateH2.02G216500	lightcyan1
AgateH2.02G216600	darkgreen
AgateH2.02G216700	darkorange
AgateH2.02G216800	firebrick4
AgateH2.02G217000	orangered4
AgateH2.02G217400	green
AgateH2.02G217600	floralwhite
AgateH2.02G217800	floralwhite
AgateH2.02G218000	lightslateblue
AgateH2.02G218100	red
AgateH2.02G218300	darkolivegreen
AgateH2.02G218500	orangered4
AgateH2.02G218700	plum2
AgateH2.02G219100	red
AgateH2.02G219900	firebrick3
AgateH2.02G220500	darkolivegreen4
AgateH2.02G220600	darkolivegreen4
AgateH2.02G220700	darkolivegreen4
AgateH2.02G220800	darkolivegreen4
AgateH2.02G220900	darkslateblue
AgateH2.02G221000	darkslateblue
AgateH2.02G221100	darkslateblue
AgateH2.02G221400	darkslateblue
AgateH2.02G221500	honeydew1
AgateH2.02G221600	firebrick4
AgateH2.02G221700	darkseagreen4
AgateH2.02G222400	magenta
AgateH2.02G222500	darkred
AgateH2.02G222600	orange
AgateH2.02G222800	salmon4
AgateH2.02G222900	darkseagreen4
AgateH2.02G223000	firebrick4
AgateH2.02G223200	salmon4
AgateH2.02G223500	firebrick4
AgateH2.02G223700	magenta4
AgateH2.02G223800	darkorange2
AgateH2.02G223900	firebrick3
AgateH2.02G224000	firebrick3
AgateH2.02G224100	blue
AgateH2.02G225300	firebrick3
AgateH2.02G225900	lavenderblush2
AgateH2.02G226000	violet
AgateH2.02G226400	darkturquoise
AgateH2.02G226500	purple
AgateH2.02G226700	bisque4
AgateH2.02G226800	ivory
AgateH2.02G226900	blue
AgateH2.02G227000	blue
AgateH2.02G227200	firebrick3
AgateH2.02G227300	magenta
AgateH2.02G227400	darkslateblue
AgateH2.02G227500	sienna3
AgateH2.02G227600	green
AgateH2.02G228400	green
AgateH2.02G229000	darkorange2
AgateH2.02G229200	orangered4
AgateH2.02G229300	blue
AgateH2.02G229400	orangered4
AgateH2.02G229500	cyan
AgateH2.02G229600	royalblue
AgateH2.02G229700	greenyellow
AgateH2.02G229900	violet
AgateH2.02G230000	palevioletred3
AgateH2.02G230200	brown4
AgateH2.02G230300	palevioletred2
AgateH2.02G230700	floralwhite
AgateH2.02G230800	black
AgateH2.02G231100	indianred3
AgateH2.02G231200	cyan
AgateH2.02G231700	green
AgateH2.02G232000	magenta4
AgateH2.02G232200	black
AgateH2.02G232300	darkgreen
AgateH2.02G232400	brown
AgateH2.02G232500	darkorange2
AgateH2.02G232600	firebrick3
AgateH2.02G232700	darkturquoise
AgateH2.02G232900	blue
AgateH2.02G233500	firebrick3
AgateH2.02G233700	cyan
AgateH2.02G233800	black
AgateH2.02G234200	cyan
AgateH2.02G234300	orangered4
AgateH2.02G234400	firebrick3
AgateH2.02G234500	green
AgateH2.02G234600	firebrick3
AgateH2.02G234700	magenta
AgateH2.02G235400	sienna4
AgateH2.02G235600	royalblue
AgateH2.02G235700	lightsteelblue1
AgateH2.02G235800	floralwhite
AgateH2.02G236100	firebrick4
AgateH2.02G236400	darkred
AgateH2.02G236800	lightslateblue
AgateH2.02G236900	darkorange2
AgateH2.02G237000	honeydew1
AgateH2.02G237100	firebrick4
AgateH2.02G237200	magenta4
AgateH2.02G237400	magenta4
AgateH2.02G237600	orangered4
AgateH2.02G237700	palevioletred2
AgateH2.02G237800	red
AgateH2.02G237900	blue
AgateH2.02G238000	magenta4
AgateH2.02G238100	sienna4
AgateH2.02G238200	brown
AgateH2.02G238300	indianred4
AgateH2.02G238700	green
AgateH2.02G238800	floralwhite
AgateH2.02G238900	cyan
AgateH2.02G239100	firebrick3
AgateH2.02G239200	red
AgateH2.02G239400	darkslateblue
AgateH2.02G239600	indianred4
AgateH2.02G239700	thistle
AgateH2.02G239800	greenyellow
AgateH2.02G239900	brown
AgateH2.02G240000	darkgreen
AgateH2.02G240100	thistle2
AgateH2.02G240200	blue
AgateH2.02G240400	royalblue
AgateH2.02G240800	firebrick4
AgateH2.02G240900	lightyellow
AgateH2.02G241000	lightslateblue
AgateH2.02G241100	firebrick4
AgateH2.02G241200	darkmagenta
AgateH2.02G241300	black
AgateH2.02G241400	green
AgateH2.02G241500	violet
AgateH2.02G241700	blue
AgateH2.02G242100	yellowgreen
AgateH2.02G242200	orange
AgateH2.02G242500	brown
AgateH2.02G242600	orangered4
AgateH2.02G242700	blue
AgateH2.02G242800	honeydew1
AgateH2.02G243000	brown
AgateH2.02G243100	violet
AgateH2.02G243200	lightsteelblue1
AgateH2.02G243400	brown2
AgateH2.02G243500	thistle2
AgateH2.02G243600	green
AgateH2.02G243700	violet
AgateH2.02G243800	darkmagenta
AgateH2.02G243900	purple
AgateH2.02G244000	coral1
AgateH2.02G244100	skyblue3
AgateH2.02G244300	blue
AgateH2.02G244400	yellowgreen
AgateH2.02G244500	black
AgateH2.02G244900	orangered4
AgateH2.02G245000	saddlebrown
AgateH2.02G245100	saddlebrown
AgateH2.02G245200	violet
AgateH2.02G245400	orangered4
AgateH2.02G245500	violet
AgateH2.02G245800	greenyellow
AgateH2.02G245900	grey60
AgateH2.02G246000	lightcyan
AgateH2.02G246300	blue
AgateH2.02G246400	darkturquoise
AgateH2.02G246500	blue
AgateH2.02G246800	plum2
AgateH2.02G247200	magenta4
AgateH2.02G247400	magenta4
AgateH2.02G248100	cyan
AgateH2.02G248200	darkorange2
AgateH2.02G248400	purple
AgateH2.02G248500	lavenderblush3
AgateH2.02G248600	skyblue3
AgateH2.02G248700	violet
AgateH2.02G248800	magenta4
AgateH2.02G249300	palevioletred2
AgateH2.02G249400	royalblue
AgateH2.02G249500	darkgreen
AgateH2.02G249600	lightyellow
AgateH2.02G249700	brown
AgateH2.02G250000	lightslateblue
AgateH2.02G250300	lightslateblue
AgateH2.02G250600	lightcyan1
AgateH2.02G250700	violet
AgateH2.02G251100	salmon2
AgateH2.02G251200	firebrick3
AgateH2.02G251400	darkturquoise
AgateH2.02G251500	darkgreen
AgateH2.02G251700	magenta4
AgateH2.02G251800	brown
AgateH2.02G252200	lightslateblue
AgateH2.02G252500	darkgrey
AgateH2.02G252900	ivory
AgateH2.02G253200	yellowgreen
AgateH2.02G253400	brown
AgateH2.02G253600	saddlebrown
AgateH2.02G253900	darkturquoise
AgateH2.02G254200	violet
AgateH2.02G254300	greenyellow
AgateH2.02G254400	firebrick3
AgateH2.02G254500	cyan
AgateH2.02G254600	green
AgateH2.02G254700	firebrick4
AgateH2.02G254800	darkolivegreen4
AgateH2.02G254900	green
AgateH2.02G255000	royalblue
AgateH2.02G255200	magenta4
AgateH2.02G255300	white
AgateH2.02G255400	darkorange2
AgateH2.02G255500	plum
AgateH2.02G255600	firebrick3
AgateH2.02G255700	darkred
AgateH2.02G255800	blue
AgateH2.02G256100	darkturquoise
AgateH2.02G256200	mediumpurple4
AgateH2.02G256300	violet
AgateH2.02G256400	purple
AgateH2.02G256500	black
AgateH2.02G256600	darkred
AgateH2.02G256800	darkolivegreen
AgateH2.02G257000	green
AgateH2.02G257200	thistle
AgateH2.02G257400	green
AgateH2.02G257500	orangered4
AgateH2.02G257600	darkorange2
AgateH2.02G257800	purple
AgateH2.02G257900	lightcyan
AgateH2.02G258000	darkturquoise
AgateH2.02G258300	magenta4
AgateH2.02G258400	orangered4
AgateH2.02G258600	maroon
AgateH2.02G258700	greenyellow
AgateH2.02G258800	lightyellow
AgateH2.02G259300	blue
AgateH2.02G259400	firebrick4
AgateH2.02G259700	salmon4
AgateH2.02G259800	plum2
AgateH2.02G260300	darkseagreen3
AgateH2.02G260500	magenta
AgateH2.02G260700	darkturquoise
AgateH2.02G260800	blue
AgateH2.02G261400	green
AgateH2.02G261700	grey60
AgateH2.02G261800	paleturquoise
AgateH2.02G262100	firebrick4
AgateH2.02G262200	magenta4
AgateH2.02G262400	orangered4
AgateH2.02G262500	darkorange2
AgateH2.02G262600	darkturquoise
AgateH2.02G262700	brown
AgateH2.02G262800	brown
AgateH2.02G262900	blue
AgateH2.02G263200	magenta4
AgateH2.02G263300	brown
AgateH2.02G263400	darkgrey
AgateH2.02G263500	darkorange
AgateH2.02G263600	orangered4
AgateH2.02G263700	darkolivegreen
AgateH2.02G263800	green
AgateH2.02G263900	plum2
AgateH2.02G264000	greenyellow
AgateH2.02G264100	darkgreen
AgateH2.02G264300	saddlebrown
AgateH2.02G264500	darkmagenta
