Gene_ID	module
AgateH2.06G037800	white
AgateH2.06G038000	darkgreen
AgateH2.06G038200	saddlebrown
AgateH2.06G038700	green
AgateH2.06G039700	coral3
AgateH2.06G039800	thistle3
AgateH2.06G039900	violet
AgateH2.06G040000	antiquewhite4
AgateH2.06G040300	firebrick4
AgateH2.06G040400	lightcyan1
AgateH2.06G040700	antiquewhite4
AgateH2.06G041000	green
AgateH2.06G041100	sienna3
AgateH2.06G041400	orangered4
AgateH2.06G041600	lightsteelblue1
AgateH2.06G041700	orangered4
AgateH2.06G041800	orangered4
AgateH2.06G042000	darkturquoise
AgateH2.06G042400	plum1
AgateH2.06G042500	greenyellow
AgateH2.06G042700	brown
AgateH2.06G042800	brown
AgateH2.06G042900	lightslateblue
AgateH2.06G043000	blue
AgateH2.06G043300	darkorange2
AgateH2.06G043500	darkred
AgateH2.06G043600	black
AgateH2.06G043900	salmon2
AgateH2.06G044200	darkgreen
AgateH2.06G044600	honeydew
AgateH2.06G044700	brown
AgateH2.06G044800	lightyellow
AgateH2.06G045000	paleturquoise
AgateH2.06G045100	firebrick3
AgateH2.06G045200	bisque4
AgateH2.06G045300	lightslateblue
AgateH2.06G045400	violet
AgateH2.06G045900	lightyellow
AgateH2.06G046000	floralwhite
AgateH2.06G046100	salmon2
AgateH2.06G046200	darkred
AgateH2.06G046400	plum1
AgateH2.06G046700	brown
AgateH2.06G046900	lightyellow
AgateH2.06G047100	blue
AgateH2.06G047400	antiquewhite4
AgateH2.06G047800	ivory
AgateH2.06G048000	black
AgateH2.06G048200	black
AgateH2.06G048400	darkred
AgateH2.06G048500	lavenderblush3
AgateH2.06G048700	darkred
AgateH2.06G049000	floralwhite
AgateH2.06G049100	mediumpurple3
AgateH2.06G049200	green
AgateH2.06G049300	magenta
AgateH2.06G049400	purple
AgateH2.06G049500	saddlebrown
AgateH2.06G049600	darkslateblue
AgateH2.06G049700	blue
AgateH2.06G049800	violet
AgateH2.06G049900	lavenderblush3
AgateH2.06G050000	magenta
AgateH2.06G050100	indianred4
AgateH2.06G050300	firebrick4
AgateH2.06G050400	green
AgateH2.06G050500	darkslateblue
AgateH2.06G050600	blue
AgateH2.06G050700	ivory
AgateH2.06G050800	royalblue
AgateH2.06G051000	firebrick3
AgateH2.06G051100	violet
AgateH2.06G051200	salmon4
AgateH2.06G051300	black
AgateH2.06G051500	cyan
AgateH2.06G051600	salmon2
AgateH2.06G051700	white
AgateH2.06G051800	firebrick3
AgateH2.06G051900	violet
AgateH2.06G052100	indianred3
AgateH2.06G052200	orangered3
AgateH2.06G052300	cyan
AgateH2.06G052400	orangered4
AgateH2.06G052600	darkred
AgateH2.06G052700	saddlebrown
AgateH2.06G053000	coral1
AgateH2.06G053100	lightcyan
AgateH2.06G053200	paleturquoise
AgateH2.06G053300	ivory
AgateH2.06G053500	red
AgateH2.06G053900	skyblue3
AgateH2.06G054000	lightcyan
AgateH2.06G054200	cyan
AgateH2.06G054300	black
AgateH2.06G054400	lightslateblue
AgateH2.06G055200	mediumpurple3
AgateH2.06G055300	orangered4
AgateH2.06G055400	green
AgateH2.06G055600	blue
AgateH2.06G055800	paleturquoise
AgateH2.06G055900	firebrick4
AgateH2.06G056000	darkorange
AgateH2.06G056100	orangered4
AgateH2.06G056200	lightyellow
AgateH2.06G056400	coral
AgateH2.06G056700	purple
AgateH2.06G056800	black
AgateH2.06G057200	darkred
AgateH2.06G057300	brown
AgateH2.06G057900	purple
AgateH2.06G058000	lightpink4
AgateH2.06G058100	purple
AgateH2.06G058200	brown
AgateH2.06G058500	mediumpurple1
AgateH2.06G058600	blue
AgateH2.06G058800	floralwhite
AgateH2.06G058900	grey60
AgateH2.06G059000	magenta4
AgateH2.06G059200	brown
AgateH2.06G059400	cyan
AgateH2.06G059700	saddlebrown
AgateH2.06G059800	magenta4
AgateH2.06G060300	orangered4
AgateH2.06G060500	firebrick3
AgateH2.06G060600	lightcyan
AgateH2.06G060800	magenta4
AgateH2.06G060900	purple
AgateH2.06G061000	blue
AgateH2.06G061100	orange
AgateH2.06G061200	cyan
AgateH2.06G061300	blue
AgateH2.06G061500	mediumpurple4
AgateH2.06G061600	maroon
AgateH2.06G061900	brown
AgateH2.06G062000	violet
AgateH2.06G062100	blue
AgateH2.06G062200	lightcoral
AgateH2.06G062300	firebrick3
AgateH2.06G062500	lightcyan
AgateH2.06G062600	coral3
AgateH2.06G062700	lightslateblue
AgateH2.06G062800	lightcoral
AgateH2.06G062900	magenta
AgateH2.06G063000	firebrick3
AgateH2.06G063300	royalblue
AgateH2.06G063600	royalblue
AgateH2.06G063700	thistle
AgateH2.06G063800	orangered4
AgateH2.06G064000	lightpink3
AgateH2.06G064100	honeydew1
AgateH2.06G064300	skyblue3
AgateH2.06G064900	purple
AgateH2.06G065000	magenta
AgateH2.06G065200	darkred
AgateH2.06G065300	violet
AgateH2.06G065500	navajowhite2
AgateH2.06G065600	firebrick3
AgateH2.06G065700	coral2
AgateH2.06G065800	greenyellow
AgateH2.06G066000	royalblue
AgateH2.06G066200	grey60
AgateH2.06G066500	black
AgateH2.06G066600	magenta4
AgateH2.06G067100	grey60
AgateH2.06G067400	skyblue4
AgateH2.06G067500	brown
AgateH2.06G067700	violet
AgateH2.06G067800	blue
AgateH2.06G068000	plum1
AgateH2.06G068100	darkgrey
AgateH2.06G068200	lightcyan
AgateH2.06G068800	magenta
AgateH2.06G068900	brown4
AgateH2.06G069200	brown
AgateH2.06G069300	coral
AgateH2.06G069400	lightcyan
AgateH2.06G070000	salmon2
AgateH2.06G070200	honeydew
AgateH2.06G070300	green
AgateH2.06G070600	brown
AgateH2.06G071100	black
AgateH2.06G071200	coral
AgateH2.06G071300	purple
AgateH2.06G071400	firebrick3
AgateH2.06G071500	orangered4
AgateH2.06G071800	violet
AgateH2.06G072000	magenta
AgateH2.06G072100	cyan
AgateH2.06G072300	violet
AgateH2.06G072400	royalblue
AgateH2.06G072700	orangered4
AgateH2.06G072800	saddlebrown
AgateH2.06G073100	coral2
AgateH2.06G073300	darkturquoise
AgateH2.06G073600	skyblue3
AgateH2.06G073800	red
AgateH2.06G074100	firebrick3
AgateH2.06G074200	royalblue
AgateH2.06G074400	magenta
AgateH2.06G074500	darkturquoise
AgateH2.06G074600	cyan
AgateH2.06G074700	darkmagenta
AgateH2.06G074900	saddlebrown
AgateH2.06G075200	mediumpurple2
AgateH2.06G075300	palevioletred2
AgateH2.06G075700	magenta
AgateH2.06G075900	firebrick4
AgateH2.06G076200	orange
AgateH2.06G076300	brown
AgateH2.06G076400	violet
AgateH2.06G076600	orangered4
AgateH2.06G076900	yellowgreen
AgateH2.06G077000	orangered4
AgateH2.06G077100	violet
AgateH2.06G077200	purple
AgateH2.06G077500	ivory
AgateH2.06G077600	mediumorchid
AgateH2.06G077700	thistle2
AgateH2.06G077800	floralwhite
AgateH2.06G077900	antiquewhite4
AgateH2.06G078200	skyblue3
AgateH2.06G078500	purple
AgateH2.06G078600	lightcyan1
AgateH2.06G078700	brown4
AgateH2.06G078800	green
AgateH2.06G078900	yellowgreen
AgateH2.06G079000	cyan
AgateH2.06G079100	cyan
AgateH2.06G079200	black
AgateH2.06G079400	darkorange2
AgateH2.06G079600	darkgreen
AgateH2.06G079700	firebrick4
AgateH2.06G079900	darkturquoise
AgateH2.06G080200	sienna3
AgateH2.06G080400	yellowgreen
AgateH2.06G080800	magenta4
AgateH2.06G081000	darkseagreen4
AgateH2.06G081100	palevioletred2
AgateH2.06G081800	lightblue4
AgateH2.06G082000	darkorange2
AgateH2.06G082100	lightpink3
AgateH2.06G082200	purple
AgateH2.06G082300	firebrick4
AgateH2.06G082500	brown
AgateH2.06G082600	grey60
AgateH2.06G082700	lightyellow
AgateH2.06G082900	magenta4
AgateH2.06G083000	royalblue
AgateH2.06G083100	lightcyan
AgateH2.06G083200	lightcyan
AgateH2.06G083300	white
AgateH2.06G084400	black
AgateH2.06G084500	paleturquoise
AgateH2.06G084700	firebrick3
AgateH2.06G084800	orangered4
AgateH2.06G084900	darkorange2
AgateH2.06G085000	black
AgateH2.06G085800	green
AgateH2.06G085900	sienna3
AgateH2.06G086000	red
AgateH2.06G086100	darkgrey
AgateH2.06G086300	darkolivegreen
AgateH2.06G086400	mediumpurple2
AgateH2.06G086500	firebrick4
AgateH2.06G086700	white
AgateH2.06G087100	cyan
AgateH2.06G087400	saddlebrown
AgateH2.06G087500	darkolivegreen
AgateH2.06G087900	honeydew1
AgateH2.06G088100	darkolivegreen
AgateH2.06G088200	lavenderblush2
AgateH2.06G088400	magenta
AgateH2.06G088500	magenta
AgateH2.06G088600	antiquewhite2
AgateH2.06G088700	coral2
AgateH2.06G088800	lightpink4
AgateH2.06G088900	darkgreen
AgateH2.06G089100	saddlebrown
AgateH2.06G089200	darkorange
AgateH2.06G089300	sienna3
AgateH2.06G089600	firebrick4
AgateH2.06G089700	black
AgateH2.06G090000	grey60
AgateH2.06G090300	darkslateblue
AgateH2.06G090600	firebrick4
AgateH2.06G090800	white
AgateH2.06G090900	lightsteelblue1
AgateH2.06G091100	lightsteelblue1
AgateH2.06G091300	lightslateblue
AgateH2.06G091500	magenta4
AgateH2.06G091600	firebrick3
AgateH2.06G092200	sienna3
AgateH2.06G092300	brown4
AgateH2.06G092600	green
AgateH2.06G092700	magenta
AgateH2.06G092900	brown2
AgateH2.06G093100	white
AgateH2.06G093200	darkslateblue
AgateH2.06G093600	blue
AgateH2.06G093800	darkolivegreen4
AgateH2.06G093900	violet
AgateH2.06G094000	palevioletred3
AgateH2.06G094200	thistle
AgateH2.06G094500	magenta4
AgateH2.06G094600	darkorange2
AgateH2.06G094700	sienna3
AgateH2.06G094800	orangered4
AgateH2.06G095100	black
AgateH2.06G095200	green
AgateH2.06G095700	orangered3
AgateH2.06G096000	mediumpurple4
AgateH2.06G096500	mediumpurple2
AgateH2.06G096700	cyan
AgateH2.06G096800	sienna3
AgateH2.06G096900	lightpink3
AgateH2.06G097100	red
AgateH2.06G097200	black
AgateH2.06G097300	magenta
AgateH2.06G097800	orangered4
AgateH2.06G097900	floralwhite
AgateH2.06G098000	grey60
AgateH2.06G098100	violet
AgateH2.06G098200	cyan
AgateH2.06G098400	red
AgateH2.06G098500	firebrick4
AgateH2.06G098600	mediumpurple3
AgateH2.06G098800	thistle2
AgateH2.06G099100	paleturquoise
AgateH2.06G099300	darkgrey
AgateH2.06G099400	skyblue4
AgateH2.06G099500	lightcyan
AgateH2.06G100000	lightcyan
AgateH2.06G100200	orangered4
AgateH2.06G100300	mediumorchid
AgateH2.06G100400	lightcyan
AgateH2.06G100500	greenyellow
AgateH2.06G100600	brown2
AgateH2.06G100900	darkslateblue
AgateH2.06G101000	bisque4
AgateH2.06G101200	purple
AgateH2.06G101400	yellowgreen
AgateH2.06G101700	orangered4
AgateH2.06G101900	orangered4
AgateH2.06G102000	green
AgateH2.06G102200	coral1
AgateH2.06G102400	salmon4
AgateH2.06G102500	darkmagenta
AgateH2.06G102600	royalblue
AgateH2.06G102800	pink4
AgateH2.06G103000	lightcyan
AgateH2.06G103100	cyan
AgateH2.06G103200	yellowgreen
AgateH2.06G103300	violet
AgateH2.06G103900	purple
AgateH2.06G104000	brown4
AgateH2.06G104100	indianred4
AgateH2.06G104200	thistle2
AgateH2.06G104700	darkred
AgateH2.06G104800	green
AgateH2.06G104900	floralwhite
AgateH2.06G105100	orangered4
AgateH2.06G105200	grey60
AgateH2.06G105300	purple
AgateH2.06G105400	orangered4
AgateH2.06G105600	blue
AgateH2.06G105700	darkred
AgateH2.06G105900	black
AgateH2.06G106100	greenyellow
AgateH2.06G106300	black
AgateH2.06G106500	darkred
AgateH2.06G106700	magenta
AgateH2.06G106900	lightslateblue
AgateH2.06G107200	royalblue
AgateH2.06G107600	red
AgateH2.06G107900	lightcyan
AgateH2.06G108400	red
AgateH2.06G108500	red
AgateH2.06G108600	salmon2
AgateH2.06G108900	darkolivegreen
AgateH2.06G109000	blue
AgateH2.06G109200	magenta4
AgateH2.06G109500	orangered4
AgateH2.06G109600	brown
AgateH2.06G109700	blue
AgateH2.06G109900	floralwhite
AgateH2.06G110000	firebrick4
AgateH2.06G110100	floralwhite
AgateH2.06G110300	magenta4
AgateH2.06G111000	purple
AgateH2.06G111100	black
AgateH2.06G111300	brown
AgateH2.06G111500	lightyellow
AgateH2.06G111600	violet
AgateH2.06G111800	brown
AgateH2.06G112000	violet
AgateH2.06G112100	honeydew1
AgateH2.06G112200	magenta
AgateH2.06G112300	floralwhite
AgateH2.06G112500	darkgreen
AgateH2.06G112700	lightcyan
AgateH2.06G112900	yellowgreen
AgateH2.06G113100	thistle2
AgateH2.06G113200	orangered4
AgateH2.06G113600	black
AgateH2.06G113900	red
AgateH2.06G114200	brown
AgateH2.06G114300	darkred
AgateH2.06G114500	palevioletred3
AgateH2.06G114800	darkslateblue
AgateH2.06G114900	grey60
AgateH2.06G115000	blue
AgateH2.06G115100	darkturquoise
AgateH2.06G115200	darkolivegreen4
AgateH2.06G115300	green
AgateH2.06G115400	firebrick3
AgateH2.06G115600	darkturquoise
AgateH2.06G115700	orangered4
AgateH2.06G115800	purple
AgateH2.06G115900	skyblue3
AgateH2.06G116100	royalblue
AgateH2.06G116200	firebrick3
AgateH2.06G116300	firebrick4
AgateH2.06G116400	firebrick3
AgateH2.06G116500	sienna4
AgateH2.06G116600	darkorange2
AgateH2.06G116700	lightpink4
AgateH2.06G116900	darkslateblue
AgateH2.06G117000	darkslateblue
AgateH2.06G117200	plum2
AgateH2.06G117400	saddlebrown
AgateH2.06G117500	coral3
AgateH2.06G117700	indianred3
AgateH2.06G117900	plum1
AgateH2.06G118100	violet
AgateH2.06G118200	orangered4
AgateH2.06G118300	black
AgateH2.06G119100	orangered4
AgateH2.06G119300	floralwhite
AgateH2.06G119400	darkred
AgateH2.06G119500	lightcyan
AgateH2.06G119600	darkmagenta
AgateH2.06G119900	coral2
AgateH2.06G120000	darkgreen
AgateH2.06G120100	orangered4
AgateH2.06G120600	darkseagreen4
AgateH2.06G120900	darkred
AgateH2.06G121000	green
AgateH2.06G121500	paleturquoise
AgateH2.06G121600	skyblue3
AgateH2.06G121800	orangered4
AgateH2.06G122300	black
AgateH2.06G122400	lightyellow
AgateH2.06G122800	brown4
AgateH2.06G123200	orangered4
AgateH2.06G123400	black
AgateH2.06G123500	yellowgreen
AgateH2.06G124000	green
AgateH2.06G124200	orange
AgateH2.06G124400	darkturquoise
AgateH2.06G124600	salmon4
AgateH2.06G124900	darkturquoise
AgateH2.06G125000	violet
AgateH2.06G125100	bisque4
AgateH2.06G125200	orangered4
AgateH2.06G125500	salmon2
AgateH2.06G125600	salmon2
AgateH2.06G125900	ivory
AgateH2.06G126000	darkorange
AgateH2.06G126100	lightblue4
AgateH2.06G126200	orangered4
AgateH2.06G126500	green
AgateH2.06G126700	darkorange
AgateH2.06G127100	salmon2
AgateH2.06G127300	darkgreen
AgateH2.06G127400	magenta
AgateH2.06G127600	brown
AgateH2.06G127700	lightcyan1
AgateH2.06G127800	mediumpurple3
AgateH2.06G127900	brown
AgateH2.06G128000	cyan
AgateH2.06G128300	grey60
AgateH2.06G128400	darkturquoise
AgateH2.06G128500	green
AgateH2.06G128600	orangered4
AgateH2.06G128800	green
AgateH2.06G129000	magenta
AgateH2.06G129300	purple
AgateH2.06G129400	orange
AgateH2.06G129500	orangered4
AgateH2.06G129600	lightyellow
AgateH2.06G129700	brown
AgateH2.06G130000	lightcyan1
AgateH2.06G130100	violet
AgateH2.06G130200	grey60
AgateH2.06G130600	black
AgateH2.06G130700	navajowhite2
AgateH2.06G130800	brown
AgateH2.06G130900	saddlebrown
AgateH2.06G131000	green
AgateH2.06G131400	darkorange2
AgateH2.06G131700	floralwhite
AgateH2.06G131900	lightblue4
AgateH2.06G132000	red
AgateH2.06G132300	orangered4
AgateH2.06G132700	palevioletred2
AgateH2.06G132800	lightcyan
AgateH2.06G132900	blue
AgateH2.06G133000	magenta4
AgateH2.06G133400	green
AgateH2.06G133600	darkred
AgateH2.06G133700	violet
AgateH2.06G133800	brown
AgateH2.06G133900	lightcoral
AgateH2.06G134000	darkturquoise
AgateH2.06G134100	green
AgateH2.06G134200	orange
AgateH2.06G134300	orangered4
AgateH2.06G134400	firebrick4
AgateH2.06G134900	saddlebrown
AgateH2.06G135600	honeydew1
AgateH2.06G135800	mediumpurple3
AgateH2.06G136000	floralwhite
AgateH2.06G136600	floralwhite
AgateH2.06G136800	navajowhite2
AgateH2.06G137000	orangered4
AgateH2.06G137100	lightsteelblue1
AgateH2.06G137400	honeydew1
AgateH2.06G137500	purple
AgateH2.06G137700	blue2
AgateH2.06G137800	violet
AgateH2.06G138200	magenta4
AgateH2.06G138300	firebrick4
AgateH2.06G138400	palevioletred3
AgateH2.06G138500	plum
AgateH2.06G138600	darkorange
AgateH2.06G138700	red
AgateH2.06G138800	darkred
AgateH2.06G139200	green
AgateH2.06G139800	darkseagreen4
AgateH2.06G139900	orangered4
AgateH2.06G140000	royalblue
AgateH2.06G140200	magenta4
AgateH2.06G140300	magenta
AgateH2.06G140400	blue
AgateH2.06G140600	magenta
AgateH2.06G140900	plum2
AgateH2.06G141100	coral2
AgateH2.06G141200	mediumpurple3
AgateH2.06G141300	darkgreen
AgateH2.06G141400	maroon
AgateH2.06G141500	green
AgateH2.06G141600	lightcyan1
AgateH2.06G141800	brown
AgateH2.06G141900	royalblue
AgateH2.06G142100	green
AgateH2.06G142200	magenta
AgateH2.06G142300	thistle3
AgateH2.06G142400	green
AgateH2.06G142600	violet
AgateH2.06G142700	magenta4
AgateH2.06G142900	purple
AgateH2.06G143000	violet
AgateH2.06G143100	white
AgateH2.06G143200	plum1
AgateH2.06G143500	coral
AgateH2.06G143600	magenta
AgateH2.06G143700	brown
AgateH2.06G143900	grey60
AgateH2.06G144000	orangered4
AgateH2.06G144100	green
AgateH2.06G144500	firebrick3
AgateH2.06G144600	brown
AgateH2.06G144900	blue
AgateH2.06G145100	darkolivegreen
AgateH2.06G145300	antiquewhite4
AgateH2.06G145400	brown
AgateH2.06G145500	lavenderblush2
AgateH2.06G145800	violet
AgateH2.06G146200	black
AgateH2.06G146400	darkorange2
AgateH2.06G146800	red
AgateH2.06G147000	firebrick4
AgateH2.06G147100	thistle3
AgateH2.06G147200	darkred
AgateH2.06G147300	firebrick4
AgateH2.06G147600	firebrick4
AgateH2.06G147800	magenta4
AgateH2.06G148100	darkgreen
AgateH2.06G148200	firebrick4
AgateH2.06G148300	brown
AgateH2.06G148500	cyan
AgateH2.06G148600	ivory
AgateH2.06G148700	floralwhite
AgateH2.06G149100	darkorange2
AgateH2.06G149400	darkgreen
AgateH2.06G149600	darkorange2
AgateH2.06G150000	plum1
AgateH2.06G150100	purple
AgateH2.06G150200	brown
AgateH2.06G150400	saddlebrown
AgateH2.06G150600	firebrick3
AgateH2.06G151600	violet
AgateH2.06G152000	firebrick4
AgateH2.06G152300	white
AgateH2.06G152500	darkgrey
AgateH2.06G152600	thistle2
AgateH2.06G152800	firebrick4
AgateH2.06G152900	green
AgateH2.06G153100	orangered3
AgateH2.06G153200	greenyellow
AgateH2.06G153400	orangered4
AgateH2.06G153500	orange
AgateH2.06G153600	red
AgateH2.06G153800	lavenderblush3
AgateH2.06G154100	violet
AgateH2.06G154200	violet
AgateH2.06G154300	purple
AgateH2.06G154500	darkred
AgateH2.06G154600	darkmagenta
AgateH2.06G154700	magenta
AgateH2.06G154800	paleturquoise
AgateH2.06G155100	firebrick3
AgateH2.06G155400	mediumorchid
AgateH2.06G155500	thistle2
AgateH2.06G155600	darkolivegreen
AgateH2.06G155800	darkred
AgateH2.06G156100	blue
AgateH2.06G156200	magenta4
AgateH2.06G156400	mediumpurple2
AgateH2.06G156500	mediumpurple2
AgateH2.06G156700	orangered4
AgateH2.06G156800	lavenderblush2
AgateH2.06G156900	darkturquoise
AgateH2.06G157000	navajowhite2
AgateH2.06G157100	darkturquoise
AgateH2.06G157500	green
AgateH2.06G157600	green
AgateH2.06G157700	green
AgateH2.06G157800	green
AgateH2.06G157900	sienna3
AgateH2.06G158000	grey60
AgateH2.06G158500	brown
AgateH2.06G158700	magenta4
AgateH2.06G158800	firebrick3
AgateH2.06G158900	purple
AgateH2.06G159000	royalblue
AgateH2.06G159100	purple
AgateH2.06G159200	magenta
AgateH2.06G159300	yellowgreen
AgateH2.06G159400	brown
AgateH2.06G159500	lightcoral
AgateH2.06G159600	firebrick4
AgateH2.06G160100	cyan
AgateH2.06G160600	firebrick4
AgateH2.06G160800	floralwhite
AgateH2.06G160900	purple
AgateH2.06G161000	darkred
AgateH2.06G161300	darkturquoise
AgateH2.06G162000	palevioletred3
AgateH2.06G162300	skyblue3
AgateH2.06G162800	purple
AgateH2.06G162900	mediumorchid
AgateH2.06G163000	cyan
AgateH2.06G163100	floralwhite
AgateH2.06G163200	violet
AgateH2.06G163400	coral1
AgateH2.06G163600	brown
AgateH2.06G163800	brown
AgateH2.06G164000	darkorange
AgateH2.06G164100	green
AgateH2.06G164600	darkgreen
AgateH2.06G164800	mediumpurple3
AgateH2.06G165000	saddlebrown
AgateH2.06G165100	blue
AgateH2.06G165200	brown
AgateH2.06G165400	lightslateblue
AgateH2.06G165600	darkturquoise
AgateH2.06G166000	magenta4
AgateH2.06G166100	yellowgreen
AgateH2.06G166300	darkred
AgateH2.06G166500	darkred
AgateH2.06G166600	skyblue4
AgateH2.06G166700	lightcyan
AgateH2.06G166800	coral
AgateH2.06G166900	darkgreen
AgateH2.06G167000	darkslateblue
AgateH2.06G167100	cyan
AgateH2.06G167300	royalblue
AgateH2.06G167400	navajowhite2
AgateH2.06G167600	violet
AgateH2.06G167700	lavenderblush2
AgateH2.06G168100	firebrick4
AgateH2.06G168200	lightcyan
AgateH2.06G168500	indianred4
AgateH2.06G168600	mediumorchid
AgateH2.06G169100	red
AgateH2.06G169200	darkred
AgateH2.06G169400	orangered4
AgateH2.06G169600	darkturquoise
AgateH2.06G169800	darkorange2
AgateH2.06G169900	violet
AgateH2.06G170000	green
AgateH2.06G170100	maroon
AgateH2.06G170200	greenyellow
AgateH2.06G171100	red
AgateH2.06G171200	magenta
AgateH2.06G171600	green
AgateH2.06G171700	green
AgateH2.06G172200	firebrick3
AgateH2.06G172400	violet
AgateH2.06G172500	violet
AgateH2.06G172800	lightblue4
AgateH2.06G172900	floralwhite
AgateH2.06G173000	firebrick4
AgateH2.06G173700	blue
AgateH2.06G173800	blue
AgateH2.06G173900	darkorange2
AgateH2.06G174000	lightyellow
AgateH2.06G174100	floralwhite
AgateH2.06G174200	brown
AgateH2.06G174300	coral1
AgateH2.06G174500	brown
AgateH2.06G174600	orangered3
AgateH2.06G174800	green
AgateH2.06G174900	green
AgateH2.06G175300	lightyellow
AgateH2.06G175400	yellowgreen
AgateH2.06G175500	firebrick4
AgateH2.06G175900	magenta
AgateH2.06G176000	brown
AgateH2.06G176400	green
AgateH2.06G176600	darkolivegreen4
AgateH2.06G176700	green
AgateH2.06G176800	green
AgateH2.06G176900	lightcyan1
AgateH2.06G177000	green
AgateH2.06G177100	green
AgateH2.06G177200	green
AgateH2.06G177300	blue
AgateH2.06G177600	darkgreen
AgateH2.06G177800	darkred
AgateH2.06G177900	coral1
AgateH2.06G178100	greenyellow
AgateH2.06G178300	skyblue3
AgateH2.06G178400	violet
AgateH2.06G178500	lightcyan1
AgateH2.06G178600	mediumpurple1
AgateH2.06G178800	darkorange2
AgateH2.06G178900	magenta
AgateH2.06G179000	red
AgateH2.06G179200	blue
AgateH2.06G179400	orange
AgateH2.06G179800	darkorange
AgateH2.06G179900	magenta4
AgateH2.06G180100	magenta
AgateH2.06G180300	skyblue3
AgateH2.06G180400	magenta
AgateH2.06G180500	ivory
AgateH2.06G180900	violet
AgateH2.06G181000	purple
AgateH2.06G181300	indianred4
AgateH2.06G181400	green
AgateH2.06G181500	orangered4
AgateH2.06G181700	ivory
AgateH2.06G181800	orangered4
AgateH2.06G182200	magenta4
AgateH2.06G182300	violet
AgateH2.06G182400	blue
AgateH2.06G182500	orangered4
AgateH2.06G182600	greenyellow
AgateH2.06G182800	magenta
AgateH2.06G183000	lavenderblush3
AgateH2.06G183100	brown
AgateH2.06G183200	green
AgateH2.06G183300	darkseagreen4
AgateH2.06G183400	cyan
AgateH2.06G183600	mediumpurple3
AgateH2.06G183800	lightcyan
AgateH2.06G183900	black
AgateH2.06G184000	green
AgateH2.06G184100	saddlebrown
AgateH2.06G184200	violet
AgateH2.06G184300	green
AgateH2.06G184400	blue
AgateH2.06G184600	brown
AgateH2.06G184700	orangered4
AgateH2.06G185100	brown
AgateH2.06G185500	royalblue
AgateH2.06G185600	sienna4
AgateH2.06G185900	orangered4
AgateH2.06G186000	sienna3
AgateH2.06G186300	magenta
AgateH2.06G186400	lightslateblue
AgateH2.06G186800	firebrick3
AgateH2.06G186900	brown
AgateH2.06G187000	darkorange2
AgateH2.06G187100	blue
AgateH2.06G187200	blue
AgateH2.06G187500	paleturquoise
AgateH2.06G187700	darkslateblue
AgateH2.06G187800	violet
AgateH2.06G187900	darkorange2
AgateH2.06G188000	violet
AgateH2.06G188300	firebrick4
AgateH2.06G188500	yellowgreen
AgateH2.06G188600	darkorange2
AgateH2.06G188700	cyan
AgateH2.06G189000	darkorange2
AgateH2.06G189300	magenta
AgateH2.06G189500	violet
AgateH2.06G189600	black
AgateH2.06G189700	black
AgateH2.06G189800	blue
AgateH2.06G190000	violet
AgateH2.06G190200	skyblue3
AgateH2.06G190300	darkseagreen4
AgateH2.06G190700	darkmagenta
AgateH2.06G190800	green
AgateH2.06G190900	purple
AgateH2.06G192400	salmon2
AgateH2.06G192500	lightcyan1
AgateH2.06G193100	orangered4
AgateH2.06G193200	lightpink4
AgateH2.06G193300	brown
AgateH2.06G193500	red
AgateH2.06G193900	red
AgateH2.06G194200	red
AgateH2.06G194300	brown
AgateH2.06G194600	lightcyan
AgateH2.06G194800	orangered4
AgateH2.06G195000	orangered4
AgateH2.06G195300	green
AgateH2.06G195400	magenta
AgateH2.06G195600	green
AgateH2.06G195700	darkturquoise
AgateH2.06G195800	darkorange2
AgateH2.06G195900	coral2
AgateH2.06G196100	royalblue
AgateH2.06G196400	green
AgateH2.06G196700	blue
AgateH2.06G196800	darkolivegreen
AgateH2.06G197000	red
AgateH2.06G197100	blue
AgateH2.06G197400	floralwhite
AgateH2.06G197500	orangered4
AgateH2.06G197800	brown
AgateH2.06G197900	brown
AgateH2.06G198000	lightcoral
AgateH2.06G198100	antiquewhite4
AgateH2.06G198200	red
AgateH2.06G198300	darkgreen
AgateH2.06G198400	mediumpurple2
AgateH2.06G198700	purple
AgateH2.06G199200	brown
AgateH2.06G199300	salmon2
AgateH2.06G199400	white
AgateH2.06G199500	lavenderblush2
AgateH2.06G199600	lavenderblush2
AgateH2.06G199700	brown
AgateH2.06G199800	ivory
AgateH2.06G200000	darkred
AgateH2.06G200100	magenta
AgateH2.06G200200	darkorange2
AgateH2.06G200300	salmon4
AgateH2.06G201000	lightsteelblue1
AgateH2.06G201100	darkgreen
AgateH2.06G201200	magenta
AgateH2.06G201400	magenta
AgateH2.06G201500	coral1
AgateH2.06G201800	lightyellow
AgateH2.06G202200	violet
AgateH2.06G202300	orangered4
AgateH2.06G202400	darkorange2
AgateH2.06G202500	floralwhite
AgateH2.06G202900	firebrick3
AgateH2.06G203000	darkolivegreen
AgateH2.06G203300	orangered4
AgateH2.06G203400	lightcyan1
AgateH2.06G203800	magenta4
AgateH2.06G203900	coral1
AgateH2.06G204000	salmon2
AgateH2.06G204200	greenyellow
AgateH2.06G204400	darkgreen
AgateH2.06G204500	lightyellow
AgateH2.06G204600	purple
AgateH2.06G204800	lightcyan
AgateH2.06G204900	lightslateblue
AgateH2.06G206000	darkred
