Gene_ID	module	ID
Yucal.02G088700	coral2	YA026
Yucal.06G003600	coral2	YA026
Yucal.06G154300	coral2	YA026
Yucal.28G052400	coral2	YA026
Yucal.04G230700	coral2	YA026
Yucal.05G221200	coral2	YA026
Yucal.08G031200	coral2	YA026
Yucal.01G188800	coral2	YA026
Yucal.04G185400	coral2	YA026
Yucal.04G276300	coral2	YA026
Yucal.03G076000	coral2	YA026
Yucal.04G112700	coral2	YA026
Yucal.02G334200	coral2	YA026
Yucal.05G107000	coral2	YA026
Yucal.05G125500	coral2	YA026
Yucal.12G016900	coral2	YA026
Yucal.04G221500	coral2	YA026
Yucal.20G029900	coral2	YA026
Yucal.01G194500	coral2	YA026
Yucal.02G306800	coral2	YA026
Yucal.13G061500	coral2	YA026
Yucal.28G027500	coral2	YA026
Yucal.17G034100	coral2	YA026
Yucal.17G006500	coral2	YA026
Yucal.16G009200	coral2	YA026
Yucal.08G009500	coral2	YA026
Yucal.08G124500	coral2	YA026
Yucal.05G126900	coral2	YA026
Yucal.02G257600	coral2	YA026
Yucal.22G009300	coral2	YA026
Yucal.27G040000	coral2	YA026
Yucal.01G137100	coral2	YA026
Yucal.26G052800	coral2	YA026
Yucal.11G091800	coral2	YA026
Yucal.05G028600	coral2	YA026
Yucal.14G007000	coral2	YA026
Yucal.30G028000	coral2	YA026
Yucal.08G115800	coral2	YA026
Yucal.14G013700	coral2	YA026
Yucal.12G052600	coral2	YA026
Yucal.05G092200	coral2	YA026
Yucal.04G146700	coral2	YA026
Yucal.17G000800	coral2	YA026
Yucal.04G240100	coral2	YA026
Yucal.03G274400	coral2	YA026
Yucal.14G079700	coral2	YA026
Yucal.15G065400	coral2	YA026
Yucal.03G011000	coral2	YA026
Yucal.06G013500	coral2	YA026
Yucal.05G119200	coral2	YA026
Yucal.11G027900	coral2	YA026
Yucal.03G277500	coral2	YA026
Yucal.03G036600	coral2	YA026
Yucal.04G147200	coral2	YA026
Yucal.16G094400	coral2	YA026
Yucal.10G042700	coral2	YA026
Yucal.14G004100	coral2	YA026
Yucal.02G149500	coral2	YA026
Yucal.04G253400	coral2	YA026
Yucal.05G252700	coral2	YA026
Yucal.15G038300	coral2	YA026
Yucal.02G179800	coral2	YA026
Yucal.05G198800	coral2	YA026
Yucal.02G163000	coral2	YA026
Yucal.16G095900	coral2	YA026
Yucal.18G066300	coral2	YA026
Yucal.05G203500	coral2	YA026
Yucal.03G090800	coral2	YA026
Yucal.06G167300	coral2	YA026
Yucal.07G029100	coral2	YA026
Yucal.28G002900	coral2	YA026
Yucal.05G254300	darkseagreen4	YA040
Yucal.04G172100	darkseagreen4	YA040
Yucal.05G155200	darkseagreen4	YA040
Yucal.04G019700	darkseagreen4	YA040
Yucal.15G053800	darkseagreen4	YA040
Yucal.05G073400	darkseagreen4	YA040
Yucal.09G126000	darkseagreen4	YA040
Yucal.04G138600	darkseagreen4	YA040
Yucal.30G020900	darkseagreen4	YA040
Yucal.03G116600	darkseagreen4	YA040
Yucal.10G118100	darkseagreen4	YA040
Yucal.03G004500	darkseagreen4	YA040
Yucal.08G095300	darkseagreen4	YA040
Yucal.14G028800	darkseagreen4	YA040
Yucal.18G044500	darkseagreen4	YA040
Yucal.12G061400	darkseagreen4	YA040
Yucal.03G188900	darkseagreen4	YA040
Yucal.15G086100	darkseagreen4	YA040
Yucal.1Z157600	darkseagreen4	YA040
Yucal.13G099400	darkseagreen4	YA040
Yucal.16G034700	darkseagreen4	YA040
Yucal.01G044200	darkseagreen4	YA040
Yucal.16G091500	darkseagreen4	YA040
Yucal.12G112600	darkseagreen4	YA040
Yucal.06G101800	darkseagreen4	YA040
Yucal.15G053500	darkseagreen4	YA040
Yucal.03G127700	darkseagreen4	YA040
Yucal.19G030600	darkseagreen4	YA040
Yucal.08G085100	darkseagreen4	YA040
Yucal.03G226100	darkseagreen4	YA040
Yucal.24G037100	darkseagreen4	YA040
Yucal.04G026700	darkseagreen4	YA040
Yucal.01G282500	darkseagreen4	YA040
Yucal.05G020100	darkseagreen4	YA040
Yucal.05G186000	darkseagreen4	YA040
Yucal.06G138900	darkseagreen4	YA040
Yucal.14G084000	darkseagreen4	YA040
Yucal.10G002600	darkseagreen4	YA040
Yucal.20G036500	darkseagreen4	YA040
Yucal.17G028900	darkseagreen4	YA040
Yucal.23G022600	darkseagreen4	YA040
Yucal.05G081300	darkseagreen4	YA040
Yucal.04G012400	darkseagreen4	YA040
Yucal.01G238200	darkseagreen4	YA040
Yucal.03G174400	darkseagreen4	YA040
Yucal.01G110900	darkseagreen4	YA040
Yucal.11G070800	darkseagreen4	YA040
Yucal.08G173300	darkseagreen4	YA040
Yucal.04G225600	darkseagreen4	YA040
Yucal.28G021500	darkseagreen4	YA040
Yucal.27G013100	darkseagreen4	YA040
Yucal.18G089100	darkseagreen4	YA040
Yucal.10G104200	darkseagreen4	YA040
Yucal.13G066600	darkseagreen4	YA040
Yucal.10G009100	darkseagreen4	YA040
Yucal.06G098000	darkseagreen4	YA040
Yucal.10G117000	darkseagreen4	YA040
Yucal.04G020000	darkseagreen4	YA040
Yucal.08G030500	darkseagreen4	YA040
Yucal.10G016700	darkseagreen4	YA040
Yucal.03G108400	darkseagreen4	YA040
Yucal.05G185700	darkseagreen4	YA040
Yucal.05G208000	darkseagreen4	YA040
Yucal.05G215400	darkseagreen4	YA040
Yucal.02G021200	darkseagreen4	YA040
Yucal.21G027500	darkseagreen4	YA040
Yucal.10G083900	darkseagreen4	YA040
Yucal.25G022500	darkseagreen4	YA040
Yucal.19G001600	darkseagreen4	YA040
Yucal.28G024900	darkseagreen4	YA040
Yucal.05G193200	darkseagreen4	YA040
Yucal.28G015800	darkseagreen4	YA040
Yucal.01G271800	darkseagreen4	YA040
Yucal.07G028800	darkseagreen4	YA040
Yucal.03G104900	darkseagreen4	YA040
Yucal.28G027000	darkseagreen4	YA040
Yucal.05G203200	darkseagreen4	YA040
Yucal.06G147500	darkseagreen4	YA040
Yucal.20G071300	darkseagreen4	YA040
Yucal.19G031500	darkseagreen4	YA040
Yucal.06G075400	darkseagreen4	YA040
Yucal.20G035000	darkseagreen4	YA040
Yucal.20G068400	darkseagreen4	YA040
Yucal.24G051300	darkseagreen4	YA040
Yucal.06G204500	darkseagreen4	YA040
Yucal.11G059300	darkseagreen4	YA040
Yucal.07G022000	darkseagreen4	YA040
Yucal.1Z143600	darkseagreen4	YA040
Yucal.05G201000	darkseagreen4	YA040
Yucal.01G230000	darkseagreen4	YA040
Yucal.02G286100	darkseagreen4	YA040
Yucal.16G017300	darkseagreen4	YA040
Yucal.24G005100	darkseagreen4	YA040
Yucal.14G042700	darkseagreen4	YA040
Yucal.14G064100	darkseagreen4	YA040
Yucal.15G080300	darkseagreen4	YA040
Yucal.15G060900	darkseagreen4	YA040
Yucal.06G143700	darkseagreen4	YA040
Yucal.25G013600	darkseagreen4	YA040
Yucal.1Z010800	darkseagreen4	YA040
Yucal.05G094700	darkseagreen4	YA040
Yucal.01G215300	darkseagreen4	YA040
Yucal.09G077200	darkseagreen4	YA040
Yucal.1Z123800	darkseagreen4	YA040
Yucal.14G075400	darkseagreen4	YA040
Yucal.16G045600	darkseagreen4	YA040
Yucal.01G099200	darkseagreen4	YA040
Yucal.01G000900	darkseagreen4	YA040
Yucal.05G175400	darkseagreen4	YA040
Yucal.21G034400	darkseagreen4	YA040
Yucal.08G131400	darkseagreen4	YA040
Yucal.22G047500	darkseagreen4	YA040
Yucal.03G104800	darkseagreen4	YA040
Yucal.05G046300	darkseagreen4	YA040
Yucal.16G023300	darkseagreen4	YA040
Yucal.08G166800	darkseagreen4	YA040
Yucal.05G085800	darkseagreen4	YA040
Yucal.1Z264700	darkseagreen4	YA040
Yucal.11G040500	darkseagreen4	YA040
Yucal.25G006700	darkseagreen4	YA040
Yucal.01G187900	darkseagreen4	YA040
Yucal.17G060000	darkseagreen4	YA040
Yucal.03G250600	darkseagreen4	YA040
Yucal.06G001100	darkseagreen4	YA040
Yucal.16G051200	darkseagreen4	YA040
Yucal.19G006300	darkseagreen4	YA040
Yucal.11G060100	darkseagreen4	YA040
Yucal.01G285200	darkseagreen4	YA040
Yucal.01G313600	darkseagreen4	YA040
Yucal.08G135300	darkseagreen4	YA040
Yucal.03G149400	darkseagreen4	YA040
Yucal.01G177400	darkseagreen4	YA040
Yucal.03G276200	darkseagreen4	YA040
Yucal.04G169800	darkseagreen4	YA040
Yucal.1Z226800	darkseagreen4	YA040
Yucal.05G142200	darkseagreen4	YA040
Yucal.25G025700	darkseagreen4	YA040
Yucal.05G213100	darkseagreen4	YA040
Yucal.06G053300	darkseagreen4	YA040
Yucal.03G125800	darkseagreen4	YA040
Yucal.01G248700	darkseagreen4	YA040
Yucal.10G129300	darkseagreen4	YA040
Yucal.06G029000	darkseagreen4	YA040
Yucal.09G080800	darkseagreen4	YA040
Yucal.03G074000	darkseagreen4	YA040
Yucal.05G173000	darkseagreen4	YA040
Yucal.13G078900	darkseagreen4	YA040
Yucal.02G141100	darkseagreen4	YA040
Yucal.13G101000	darkseagreen4	YA040
Yucal.01G034700	darkseagreen4	YA040
Yucal.13G006600	darkseagreen4	YA040
Yucal.16G008200	darkseagreen4	YA040
Yucal.01G247300	darkseagreen4	YA040
Yucal.18G064800	darkseagreen4	YA040
Yucal.12G035700	darkseagreen4	YA040
Yucal.02G006800	darkseagreen4	YA040
Yucal.09G090600	darkseagreen4	YA040
Yucal.20G017800	darkseagreen4	YA040
Yucal.06G073400	darkseagreen4	YA040
Yucal.01G180300	darkseagreen4	YA040
Yucal.01G337700	darkseagreen4	YA040
Yucal.08G035400	darkseagreen4	YA040
Yucal.07G036900	darkseagreen4	YA040
Yucal.06G117300	lavenderblush3	YA025
Yucal.22G000300	lavenderblush3	YA025
Yucal.1Z279700	lavenderblush3	YA025
Yucal.01G306200	lavenderblush3	YA025
Yucal.01G240000	lavenderblush3	YA025
Yucal.02G028300	lavenderblush3	YA025
Yucal.02G271100	lavenderblush3	YA025
Yucal.23G014500	lavenderblush3	YA025
Yucal.01G276600	lavenderblush3	YA025
Yucal.24G039700	lavenderblush3	YA025
Yucal.11G094500	lavenderblush3	YA025
Yucal.1Z305300	lavenderblush3	YA025
Yucal.06G089800	lavenderblush3	YA025
Yucal.18G098500	lavenderblush3	YA025
Yucal.1Z279100	lavenderblush3	YA025
Yucal.09G032300	lavenderblush3	YA025
Yucal.08G141100	lavenderblush3	YA025
Yucal.14G114100	lavenderblush3	YA025
Yucal.12G031300	lavenderblush3	YA025
Yucal.30G016200	lavenderblush3	YA025
Yucal.13G082900	lavenderblush3	YA025
Yucal.01G223300	lavenderblush3	YA025
Yucal.03G024700	lavenderblush3	YA025
Yucal.01G004900	lavenderblush3	YA025
Yucal.27G032300	lavenderblush3	YA025
Yucal.06G138400	lavenderblush3	YA025
Yucal.01G337000	lavenderblush3	YA025
Yucal.02G065300	lavenderblush3	YA025
Yucal.19G063200	lavenderblush3	YA025
Yucal.04G233500	lavenderblush3	YA025
Yucal.25G011500	lavenderblush3	YA025
Yucal.19G057800	lavenderblush3	YA025
Yucal.11G050700	lavenderblush3	YA025
Yucal.26G041000	lavenderblush3	YA025
Yucal.14G023000	lavenderblush3	YA025
Yucal.08G081900	lavenderblush3	YA025
Yucal.20G005600	lavenderblush3	YA025
Yucal.03G189300	lavenderblush3	YA025
Yucal.05G277000	lavenderblush3	YA025
Yucal.03G123900	lavenderblush3	YA025
Yucal.18G090600	lavenderblush3	YA025
Yucal.02G332800	lavenderblush3	YA025
Yucal.17G065700	lavenderblush3	YA025
Yucal.08G167400	lavenderblush3	YA025
Yucal.07G109100	lavenderblush3	YA025
Yucal.14G007300	lavenderblush3	YA025
Yucal.17G013400	lavenderblush3	YA025
Yucal.02G020000	lavenderblush3	YA025
Yucal.04G078300	lavenderblush3	YA025
Yucal.28G041500	lavenderblush3	YA025
Yucal.28G012200	lavenderblush3	YA025
Yucal.17G060900	lavenderblush3	YA025
Yucal.15G040400	lavenderblush3	YA025
Yucal.20G053100	lavenderblush3	YA025
Yucal.01G239500	lavenderblush3	YA025
Yucal.02G331400	lavenderblush3	YA025
Yucal.24G010200	lavenderblush3	YA025
Yucal.21G026500	lavenderblush3	YA025
Yucal.02G311100	lavenderblush3	YA025
Yucal.01G284600	lavenderblush3	YA025
Yucal.04G095000	lavenderblush3	YA025
Yucal.09G108500	lavenderblush3	YA025
Yucal.13G019000	lavenderblush3	YA025
Yucal.12G054900	lavenderblush3	YA025
Yucal.08G052000	lavenderblush3	YA025
Yucal.1Z299100	lavenderblush3	YA025
Yucal.03G016300	lavenderblush3	YA025
Yucal.05G167300	lavenderblush3	YA025
Yucal.27G021100	lavenderblush3	YA025
Yucal.01G079500	lavenderblush3	YA025
Yucal.01G247400	lavenderblush3	YA025
Yucal.29G005300	lavenderblush3	YA025
Yucal.16G042000	lavenderblush3	YA025
Yucal.10G149900	lavenderblush3	YA025
Yucal.1Z110900	lavenderblush3	YA025
Yucal.04G240500	lavenderblush3	YA025
Yucal.1Z270000	lavenderblush3	YA025
Yucal.08G020000	lavenderblush3	YA025
Yucal.01G334100	lavenderblush3	YA025
Yucal.11G069700	lavenderblush3	YA025
Yucal.01G308700	lavenderblush3	YA025
Yucal.06G200900	lavenderblush3	YA025
Yucal.01G019000	lavenderblush3	YA025
Yucal.08G167000	lavenderblush3	YA025
Yucal.10G106300	lavenderblush3	YA025
Yucal.02G214000	lavenderblush3	YA025
Yucal.15G076500	lavenderblush3	YA025
Yucal.20G007200	lavenderblush3	YA025
Yucal.27G039900	lavenderblush3	YA025
Yucal.06G200700	lavenderblush3	YA025
Yucal.02G074400	lavenderblush3	YA025
Yucal.10G092700	lavenderblush3	YA025
Yucal.20G047800	lavenderblush3	YA025
Yucal.09G169600	lavenderblush3	YA025
Yucal.16G089400	lavenderblush3	YA025
Yucal.03G121500	lavenderblush3	YA025
Yucal.13G027300	lavenderblush3	YA025
Yucal.02G280200	lavenderblush3	YA025
Yucal.01G139200	lavenderblush3	YA025
Yucal.08G056600	lavenderblush3	YA025
Yucal.05G259500	lavenderblush3	YA025
Yucal.1Z163500	lavenderblush3	YA025
Yucal.25G045800	lavenderblush3	YA025
Yucal.05G124200	lavenderblush3	YA025
Yucal.01G299400	lavenderblush3	YA025
Yucal.05G277700	lavenderblush3	YA025
Yucal.15G064300	lavenderblush3	YA025
Yucal.04G138100	lavenderblush3	YA025
Yucal.05G224400	lavenderblush3	YA025
Yucal.02G131800	lavenderblush3	YA025
Yucal.14G028400	lavenderblush3	YA025
Yucal.17G034000	lavenderblush3	YA025
Yucal.22G039000	lavenderblush3	YA025
Yucal.06G069900	lavenderblush3	YA025
Yucal.05G019300	lavenderblush3	YA025
Yucal.03G056900	lavenderblush3	YA025
